TimeReceived,DownloadSource,TopLevelDomain,DownloadSpeed,PingTimeToServer,FileSizeBytes,HowManyTimesFileSeen,ExecutableCodeMaybePresentInHeaders,CallsToLowLevelSystemLibraries,EvidenceOfCodeObfuscation,ThreadsStarted,MeanWordLengthOfExtractedStrings,SimilarityScore,CharactersInUrl,ActuallyMalicious,InitialStatisticalAnalysis
2022-01-17 01:19:26.025767,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,47,10103045.0,707,NO,1018.0,NO,2,5.53,-1.388349577,70,YES,Correctly Identified as Malware
2022-01-17 01:29:09.350672,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,318,10081728.0,741,NO,,NO,2,5.48,-1.906286811,75,YES,Correctly Identified as Malware
2022-01-17 01:37:45.345750,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,435,6847800.0,442,YES,625.0,YES,3,4.86,0.102317269,80,YES,Correctly Identified as Malware
2022-01-17 01:48:49.620052,University Web Pages,.gov,1MB/s to 10MB/s,207,7591713.0,570,NO,709.0,YES,2,4.78,0.220481583,51,YES,Incorrectly Identified as Clean
2022-01-17 01:57:16.674618,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,691,541456.0,583,YES,40.0,NO,2,4.61,1.657387882,76,YES,Correctly Identified as Malware
2022-01-17 02:06:06.805094,Linked Directly to Google Search Result,.org,1MB/s to 10MB/s,435,2584291.0,695,YES,207.0,NO,2,5.28,-0.605856353,56,NO,Incorrecty Identified as Malware
2022-01-17 02:15:28.553887,Well Known Software Download Websites,.com,1MB/s to 10MB/s,926,3667709.0,523,NO,304.0,YES,1,4.76,1.035733917,76,NO,Correctly Identified as Clean
2022-01-17 02:24:16.969758,Well Known Software Download Websites,.net,100KB/s to 1MB/s,493,13443317.0,431,NO,1497.0,YES,1,5.08,-1.625063724,67,YES,Correctly Identified as Malware
2022-01-17 02:35:00.245829,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,84,7683474.0,484,NO,719.0,NO,1,4.42,0.82296839,83,YES,Correctly Identified as Malware
2022-01-17 02:45:01.442806,Well Known Software Download Websites,.net,100KB/s to 1MB/s,347,4061264.0,433,YES,341.0,NO,1,5.49,0.061266132,62,NO,Correctly Identified as Clean
2022-01-17 02:55:23.648348,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,331,683772.0,558,YES,51.0,NO,2,5.16,1.206489152,66,NO,Correctly Identified as Clean
2022-01-17 03:05:27.028100,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,370,4210882.0,493,NO,355.0,NO,2,4.89,0.438660216,47,NO,Correctly Identified as Clean
2022-01-17 03:15:32.938208,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,199,4499369.0,519,YES,383.0,NO,2,5.42,0.798076248,51,YES,Correctly Identified as Malware
2022-01-17 03:24:57.701878,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,150,10300155.0,670,NO,1044.0,NO,2,4.95,0.773236991,82,NO,Correctly Identified as Clean
2022-01-17 03:35:37.476540,Well Known Software Download Websites,.com,100KB/s to 1MB/s,441,8608190.0,527,YES,,YES,1,5.35,1.262321947,45,NO,Incorrecty Identified as Malware
2022-01-17 03:45:41.534978,Well Known Software Download Websites,.net,100KB/s to 1MB/s,336,13965752.0,558,NO,1580.0,YES,2,4.87,-0.672045315,42,NO,Correctly Identified as Clean
2022-01-17 03:55:41.666793,Well Known Software Download Websites,.org,100KB/s to 1MB/s,320,10743531.0,649,NO,1103.0,NO,1,5.17,-0.919459413,85,NO,Correctly Identified as Clean
2022-01-17 04:05:12.545697,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,69,18785794.0,633,YES,2457.0,YES,1,4.94,-1.704409059,67,YES,Correctly Identified as Malware
2022-01-17 04:16:10.966688,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,457,7929658.0,417,YES,748.0,YES,2,4.28,-0.909970148,86,YES,Incorrectly Identified as Clean
2022-01-17 04:27:50.932829,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,38,15042930.0,634,NO,1758.0,YES,1,5.17,1.129810934,66,YES,Incorrectly Identified as Clean
2022-01-17 04:37:43.199747,Well Known Software Download Websites,.com,100KB/s to 1MB/s,118,15346082.0,695,YES,1810.0,YES,2,3.9,-1.187979122,64,NO,Correctly Identified as Clean
2022-01-17 04:47:48.285789,Well Known Software Download Websites,.net,100KB/s to 1MB/s,237,3967297.0,632,NO,332.0,YES,1,5.21,0.807011013,59,YES,Incorrectly Identified as Clean
2022-01-17 04:57:31.197091,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,470,17755528.0,561,YES,2251.0,YES,2,4.99,0.290477856,76,NO,Correctly Identified as Clean
2022-01-17 05:06:50.340472,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,487,10906559.0,466,NO,1125.0,YES,3,5.51,-0.605962886,65,YES,Correctly Identified as Malware
2022-01-17 05:17:09.129830,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,294,9973608.0,540,YES,1001.0,NO,3,4.18,-0.009815893,90,YES,Incorrectly Identified as Clean
2022-01-17 05:26:35.536088,Linked Directly to Google Search Result,.net.au,100KB/s to 1MB/s,47,18131637.0,672,YES,2325.0,YES,1,4.13,-0.96078607,63,NO,Correctly Identified as Clean
2022-01-17 05:37:59.915313,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,85,9260172.0,546,YES,909.0,NO,2,5.17,-0.070182718,63,NO,Correctly Identified as Clean
2022-01-17 05:48:31.766351,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,152,2552964.0,564,NO,,YES,2,5.29,-0.429455847,45,YES,Incorrectly Identified as Clean
2022-01-17 06:01:13.037069,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,75,15563926.0,656,NO,,YES,1,4.67,-0.354241527,75,NO,Correctly Identified as Clean
2022-01-17 06:11:54.091023,Well Known Software Download Websites,.com,100KB/s to 1MB/s,261,4249411.0,534,YES,359.0,YES,2,5.77,-1.333281836,82,YES,Correctly Identified as Malware
2022-01-17 06:22:01.132405,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,115,4786439.0,802,NO,411.0,NO,2,5.44,1.829306208,61,YES,Correctly Identified as Malware
2022-01-17 06:31:25.535233,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,231,9763354.0,604,NO,973.0,YES,2,4.58,-0.066215397,88,NO,Correctly Identified as Clean
2022-01-17 06:41:24.256894,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,263,20276436.0,687,YES,2773.0,YES,3,4.13,1.031476128,49,NO,Incorrecty Identified as Malware
2022-01-17 06:50:28.113534,Linked Directly to Google Search Result,.org,100KB/s to 1MB/s,161,9272994.0,626,NO,911.0,NO,2,5.05,0.288188753,82,NO,Correctly Identified as Clean
2022-01-17 07:00:50.759794,Well Known Software Download Websites,.com,100KB/s to 1MB/s,240,6452483.0,542,NO,,NO,2,4.68,0.028444711,77,NO,Correctly Identified as Clean
2022-01-17 07:10:02.087592,Git Repository,.com,100KB/s to 1MB/s,327,2869845.0,618,NO,232.0,NO,2,5.26,-0.540460428,80,NO,Incorrecty Identified as Malware
2022-01-17 07:19:21.417622,Well Known Software Download Websites,.net,1MB/s to 10MB/s,363,8682026.0,440,YES,,YES,1,4.6,-0.027252018,76,YES,Correctly Identified as Malware
2022-01-17 07:30:58.543644,Wordpress Powered Web Site,.edu,100KB/s to 1MB/s,145,2880462.0,479,YES,233.0,YES,1,5.17,1.428731107,78,YES,Incorrectly Identified as Clean
2022-01-17 07:41:58.894884,Well Known Software Download Websites,.net,100KB/s to 1MB/s,321,1267919.0,628,NO,97.0,NO,2,5.6,0.232060749,74,NO,Correctly Identified as Clean
2022-01-17 07:53:11.322526,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,32,2674888.0,665,NO,215.0,YES,3,4.3,-0.932134852,65,NO,Correctly Identified as Clean
2022-01-17 08:03:14.947186,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,128,9524652.0,385,YES,943.0,YES,1,4.85,0.135254822,71,YES,Incorrectly Identified as Clean
2022-01-17 08:12:32.446200,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,415,5011790.0,628,YES,,YES,1,4.74,1.163915822,90,YES,Incorrectly Identified as Clean
2022-01-17 08:23:03.826852,Well Known Software Download Websites,.com,100KB/s to 1MB/s,154,10184832.0,610,NO,1028.0,YES,1,5.15,-0.146366403,72,NO,Correctly Identified as Clean
2022-01-17 08:32:25.104325,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,50,3838026.0,634,YES,320.0,NO,2,5.72,-0.173965655,65,NO,Correctly Identified as Clean
2022-01-17 08:42:58.155499,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,145,1606548.0,643,NO,125.0,YES,3,5.14,1.509873571,86,YES,Correctly Identified as Malware
2022-01-17 08:55:41.885597,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,132,11340423.0,631,NO,1186.0,NO,2,5.47,0.078891756,60,YES,Incorrectly Identified as Clean
2022-01-17 09:05:56.742826,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,802,6796393.0,607,YES,620.0,NO,2,5.27,1.017884659,52,NO,Correctly Identified as Clean
2022-01-17 09:16:57.247571,Well Known Software Download Websites,.net,100KB/s to 1MB/s,293,7990287.0,418,NO,755.0,NO,2,5.02,-0.009977689,76,NO,Correctly Identified as Clean
2022-01-17 09:25:03.961301,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,352,8582725.0,407,NO,826.0,YES,3,4.67,-1.587599059,53,YES,Correctly Identified as Malware
2022-01-17 09:34:29.400431,University Web Pages,.net,100KB/s to 1MB/s,177,850613.0,694,NO,64.0,NO,3,5.68,-0.121611017,72,YES,Incorrectly Identified as Clean
2022-01-17 09:45:23.653531,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,127,5153241.0,759,NO,447.0,NO,1,5.3,1.126368941,48,NO,Correctly Identified as Clean
2022-01-17 09:55:06.806199,Well Known Software Download Websites,.com,100KB/s to 1MB/s,260,14971083.0,660,NO,1746.0,YES,1,4.96,0.677729699,76,YES,Incorrectly Identified as Clean
2022-01-17 10:03:56.076192,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,262,7744765.0,641,NO,727.0,NO,1,5.34,1.299636669,76,NO,Incorrecty Identified as Malware
2022-01-17 10:13:49.569137,Well Known Software Download Websites,.com,100KB/s to 1MB/s,47,5656249.0,578,YES,498.0,NO,2,5.18,1.177269838,74,NO,Correctly Identified as Clean
2022-01-17 10:23:42.413027,Linked Directly to Google Search Result,.org,1MB/s to 10MB/s,309,8729685.0,614,NO,844.0,YES,2,4.73,-1.282319912,74,YES,Incorrectly Identified as Clean
2022-01-17 10:35:07.396640,Exposed Corporate Intranet Pages,.net,1MB/s to 10MB/s,239,4023196.0,676,YES,337.0,YES,2,4.26,-0.462396863,71,NO,Correctly Identified as Clean
2022-01-17 10:47:01.043518,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,220,37157784.0,944,NO,8441.0,YES,2,3.3,0.65346389,66,NO,Correctly Identified as Clean
2022-01-17 10:56:50.158072,Well Known Software Download Websites,.net,100KB/s to 1MB/s,676,6132800.0,570,YES,548.0,YES,1,5.65,-0.844963765,75,YES,Incorrectly Identified as Clean
2022-01-17 11:08:58.239130,Well Known Software Download Websites,.com,1MB/s to 10MB/s,74,2037190.0,636,NO,161.0,NO,1,5.14,0.885967931,46,NO,Correctly Identified as Clean
2022-01-17 11:18:09.494728,Linked to Web Search Advertisment,.com,100KB/s to 1MB/s,419,151089.0,65535,NO,11.0,NO,1,5.74,0.672486927,40,YES,Incorrectly Identified as Clean
2022-01-17 11:28:55.558693,Well Known Software Download Websites,.com,1MB/s to 10MB/s,252,20575721.0,586,NO,,YES,2,4.2,-0.613842834,66,NO,Correctly Identified as Clean
2022-01-17 11:37:10.404155,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,321,22414104.0,714,NO,,YES,2,4.76,3.238701865,68,NO,Correctly Identified as Clean
2022-01-17 11:47:42.043730,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,765,803942.0,582,YES,61.0,YES,2,5.38,-0.052387546,49,YES,Correctly Identified as Malware
2022-01-17 11:57:43.104799,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,273,5240991.0,581,YES,456.0,NO,1,5.6,-0.678933004,73,NO,Correctly Identified as Clean
2022-01-17 12:08:51.372056,Well Known Software Download Websites,.com,1MB/s to 10MB/s,505,9490714.0,398,NO,,YES,2,4.95,-0.256841389,83,YES,Correctly Identified as Malware
2022-01-17 12:18:36.006865,Wordpress Powered Web Site,.net.au,100KB/s to 1MB/s,125,912485.0,543,YES,69.0,YES,1,5.04,1.347248223,67,NO,Correctly Identified as Clean
2022-01-17 12:27:48.424817,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,465,2499513.0,346,YES,200.0,NO,2,4.73,0.762598749,72,YES,Correctly Identified as Malware
2022-01-17 12:38:02.984496,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,391,10836361.0,571,NO,1116.0,NO,2,4.25,-0.663090332,68,YES,Correctly Identified as Malware
2022-01-17 12:48:16.100156,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,61,4642334.0,558,NO,397.0,NO,1,5.1,-1.092235273,95,NO,Correctly Identified as Clean
2022-01-17 12:57:05.870917,Well Known Software Download Websites,.net,1MB/s to 10MB/s,85,681467.0,671,NO,51.0,YES,2,4.51,0.155443898,64,YES,Incorrectly Identified as Clean
2022-01-17 13:07:25.177924,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,242,4447244.0,559,YES,378.0,YES,2,5.91,0.965784952,73,YES,Correctly Identified as Malware
2022-01-17 13:18:02.573276,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,43,7525853.0,680,YES,701.0,NO,2,5.61,-0.4355779,45,YES,Correctly Identified as Malware
2022-01-17 13:28:15.804899,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,91,4543985.0,630,NO,387.0,YES,2,5.35,-0.99756807,85,YES,Correctly Identified as Malware
2022-01-17 13:38:08.450138,Well Known Software Download Websites,.com,1MB/s to 10MB/s,300,11440498.0,530,YES,1200.0,NO,3,4.18,0.964890074,84,YES,Correctly Identified as Malware
2022-01-17 13:47:46.936002,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,615,6731564.0,503,NO,613.0,YES,1,4.75,-0.638674829,74,YES,Correctly Identified as Malware
2022-01-17 13:58:22.085897,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,151,3781432.0,602,NO,315.0,YES,2,4.95,0.792606699,77,NO,Correctly Identified as Clean
2022-01-17 14:09:38.462886,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,52,12741511.0,607,YES,1389.0,YES,2,4.88,-0.646892112,71,YES,Correctly Identified as Malware
2022-01-17 14:20:03.947889,Git Repository,.net,100KB/s to 1MB/s,288,30678644.0,437,NO,5736.0,NO,1,5.02,0.173973277,64,NO,Correctly Identified as Clean
2022-01-17 14:30:20.746129,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,54,11306296.0,538,YES,1181.0,NO,2,4.32,-0.402063484,65,YES,Correctly Identified as Malware
2022-01-17 14:39:46.469415,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,179,13000506.0,445,YES,1429.0,NO,2,4.32,0.843440777,82,YES,Incorrectly Identified as Clean
2022-01-17 14:50:52.361909,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,378,8930139.0,767,NO,868.0,NO,4,5.11,-0.745546064,51,YES,Incorrectly Identified as Clean
2022-01-17 15:00:06.259429,Well Known Software Download Websites,.com,100KB/s to 1MB/s,914,5720650.0,590,YES,505.0,YES,2,5.15,-0.233019329,65,YES,Correctly Identified as Malware
2022-01-17 15:10:31.300181,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,88,334539.0,635,NO,25.0,NO,1,5.63,-0.533310404,78,YES,Correctly Identified as Malware
2022-01-17 15:20:00.565914,University Web Pages,.gov,100KB/s to 1MB/s,177,11977339.0,546,NO,1276.0,NO,1,4.44,-0.762386162,75,NO,Correctly Identified as Clean
2022-01-17 15:30:26.522237,Well Known Software Download Websites,.net,100KB/s to 1MB/s,387,2510323.0,585,NO,201.0,NO,2,5.27,1.104595688,70,NO,Correctly Identified as Clean
2022-01-17 15:39:22.966326,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,52,10563076.0,661,NO,1079.0,YES,1,4.67,-0.78116308,68,NO,Correctly Identified as Clean
2022-01-17 15:49:02.264821,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,396,22900012.0,258,NO,3389.0,NO,1,4.11,0.56014153,86,YES,Correctly Identified as Malware
2022-01-17 15:59:08.648914,University Web Pages,.net,100KB/s to 1MB/s,211,6064194.0,508,YES,541.0,NO,2,5.17,-0.61663578,69,NO,Correctly Identified as Clean
2022-01-17 16:09:20.521691,Wordpress Powered Web Site,.gov,1MB/s to 10MB/s,562,2837977.0,541,NO,229.0,YES,2,4.3,1.696379868,52,YES,Correctly Identified as Malware
2022-01-17 16:18:15.809187,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,132,5399886.0,629,YES,472.0,YES,1,4.12,0.561516446,62,NO,Incorrecty Identified as Malware
2022-01-17 16:28:24.416060,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,616,3128019.0,612,YES,255.0,NO,2,5.46,0.096213292,66,NO,Correctly Identified as Clean
2022-01-17 16:39:43.397539,Well Known Software Download Websites,.com,100KB/s to 1MB/s,261,6521456.0,656,YES,590.0,YES,1,5.48,1.183576409,52,YES,Correctly Identified as Malware
2022-01-17 16:49:40.467179,Well Known Software Download Websites,.com,1MB/s to 10MB/s,179,3563235.0,597,NO,295.0,YES,1,4.55,1.146946746,78,YES,Correctly Identified as Malware
2022-01-17 16:59:24.069471,Well Known Software Download Websites,.com,100KB/s to 1MB/s,153,18093482.0,376,NO,,NO,2,3.93,-0.552122273,90,YES,Correctly Identified as Malware
2022-01-17 17:09:31.724901,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,334,9516955.0,65535,YES,942.0,YES,1,4.79,1.321152875,87,YES,Correctly Identified as Malware
2022-01-17 17:19:01.660014,Well Known Software Download Websites,.org,100KB/s to 1MB/s,348,4320067.0,593,NO,365.0,YES,2,4.46,-1.702562622,89,NO,Correctly Identified as Clean
2022-01-17 17:28:37.710463,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,105,882858.0,550,NO,67.0,YES,2,4.97,0.685133856,54,NO,Correctly Identified as Clean
2022-01-17 17:40:38.249803,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,42,6230556.0,643,YES,558.0,YES,2,4.39,0.386372216,81,NO,Correctly Identified as Clean
2022-01-17 17:51:18.208739,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,220,11934827.0,601,YES,1270.0,NO,3,4.99,0.24568743,58,NO,Correctly Identified as Clean
2022-01-17 18:02:10.870519,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,426,10517189.0,495,YES,1073.0,YES,3,5.32,-1.281504459,70,YES,Correctly Identified as Malware
2022-01-17 18:13:06.457512,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,301,9399207.0,672,NO,927.0,YES,1,4.09,-0.227060305,78,NO,Correctly Identified as Clean
2022-01-17 18:24:09.561941,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,109,785082.0,532,YES,59.0,YES,1,5.31,0.369721292,87,YES,Incorrectly Identified as Clean
2022-01-17 18:34:15.970023,Well Known Software Download Websites,.com,100KB/s to 1MB/s,327,31867648.0,835,YES,6175.0,YES,1,4.25,-1.358169518,100,NO,Correctly Identified as Clean
2022-01-17 18:44:23.947981,Well Known Software Download Websites,.com,1MB/s to 10MB/s,39,3989127.0,528,YES,334.0,YES,1,4.78,-0.69259559,70,NO,Correctly Identified as Clean
2022-01-17 18:55:41.894830,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,556,11670227.0,631,YES,1232.0,NO,1,4.97,-0.888686666,93,NO,Correctly Identified as Clean
2022-01-17 19:04:14.078290,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,53,8223141.0,511,YES,783.0,YES,2,5.75,-1.03112484,34,YES,Correctly Identified as Malware
2022-01-17 19:14:14.340531,Well Known Software Download Websites,.com,100KB/s to 1MB/s,578,11307616.0,533,YES,1181.0,NO,2,5.3,-0.159321526,74,NO,Correctly Identified as Clean
2022-01-17 19:22:58.432466,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,202,7307875.0,629,YES,677.0,NO,1,4.53,-0.00674269,53,YES,Correctly Identified as Malware
2022-01-17 19:33:37.592621,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,139,3832241.0,629,NO,319.0,YES,1,4.32,-0.220470089,61,YES,Correctly Identified as Malware
2022-01-17 19:42:29.627901,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,185,8962049.0,665,NO,872.0,NO,2,5.36,-2.532541234,71,YES,Correctly Identified as Malware
2022-01-17 19:52:32.224986,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,739,14961456.0,484,NO,1744.0,NO,2,4.58,-0.082589666,54,NO,Correctly Identified as Clean
2022-01-17 20:00:08.378582,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,505,4440691.0,546,YES,377.0,YES,1,5.69,2.236226133,48,YES,Correctly Identified as Malware
2022-01-17 20:10:10.114218,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,274,16993367.0,462,YES,,YES,2,5.69,-1.1609145,70,YES,Incorrectly Identified as Clean
2022-01-17 20:19:13.978711,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,371,17139259.0,641,YES,2133.0,NO,2,5.55,-1.675502914,68,NO,Correctly Identified as Clean
2022-01-17 20:31:22.959067,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,229,3954366.0,603,NO,331.0,YES,1,5.34,2.121496589,60,YES,Correctly Identified as Malware
2022-01-17 20:42:10.921337,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,170,9583235.0,551,YES,950.0,YES,2,5.67,0.846376755,67,NO,Correctly Identified as Clean
2022-01-17 20:53:17.648200,Well Known Software Download Websites,.net,100KB/s to 1MB/s,161,17223513.0,486,NO,2149.0,YES,1,6.03,-0.863725671,80,YES,Incorrectly Identified as Clean
2022-01-17 21:04:00.376534,Wordpress Powered Web Site,.gov,1MB/s to 10MB/s,376,19648467.0,556,YES,2637.0,NO,2,4.22,0.876398041,45,YES,Correctly Identified as Malware
2022-01-17 21:12:49.363909,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,266,481040.0,562,YES,36.0,YES,2,4.76,-1.013381514,71,NO,Correctly Identified as Clean
2022-01-17 21:23:26.195181,Well Known Software Download Websites,.net,1MB/s to 10MB/s,403,11320564.0,697,NO,1183.0,YES,1,4.58,-1.158711211,69,NO,Correctly Identified as Clean
2022-01-17 21:33:53.943613,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,506,6469616.0,572,NO,,YES,2,5.37,0.208459089,61,YES,Correctly Identified as Malware
2022-01-17 21:41:55.593250,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,97,2673193.0,581,YES,215.0,NO,2,5.35,-0.115504607,81,NO,Correctly Identified as Clean
2022-01-17 21:52:25.897126,Linked to Web Search Advertisment,.gov,1MB/s to 10MB/s,59,4155494.0,616,YES,,YES,2,4.97,-0.464146025,72,NO,Correctly Identified as Clean
2022-01-17 22:00:25.439441,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,257,7792002.0,430,YES,732.0,YES,3,4.78,-1.372688025,52,YES,Correctly Identified as Malware
2022-01-17 22:10:55.644853,Well Known Software Download Websites,.com,100KB/s to 1MB/s,130,10932513.0,635,NO,1129.0,NO,2,5.24,0.838173705,54,YES,Incorrectly Identified as Clean
2022-01-17 22:21:03.992857,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,489,15965026.0,674,YES,1918.0,YES,2,4.21,2.255981774,59,NO,Correctly Identified as Clean
2022-01-17 22:32:19.811314,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,150,15135553.0,567,NO,1774.0,YES,1,4.98,-0.020141361,68,YES,Incorrectly Identified as Clean
2022-01-17 22:40:45.041954,Well Known Software Download Websites,.net,1MB/s to 10MB/s,170,903556.0,785,NO,69.0,NO,2,5.25,-0.897173998,69,NO,Incorrecty Identified as Malware
2022-01-17 22:50:27.231462,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,138,5892136.0,615,NO,523.0,NO,2,5.31,-0.374242811,68,NO,Correctly Identified as Clean
2022-01-17 23:00:48.468103,Well Known Software Download Websites,.net,100KB/s to 1MB/s,123,3817143.0,368,NO,318.0,YES,2,5.26,1.389019381,65,YES,Incorrectly Identified as Clean
2022-01-17 23:10:53.551538,Well Known Software Download Websites,.com,100KB/s to 1MB/s,439,696947.0,625,NO,52.0,YES,2,5.29,-0.219739257,54,YES,Incorrectly Identified as Clean
2022-01-17 23:20:58.489624,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,391,3708119.0,683,YES,308.0,NO,2,4.78,-0.048630497,83,YES,Correctly Identified as Malware
2022-01-17 23:30:27.871627,Well Known Software Download Websites,.com,100KB/s to 1MB/s,124,4746606.0,586,YES,407.0,NO,2,5.47,0.560407042,59,NO,Correctly Identified as Clean
2022-01-17 23:39:59.350331,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,344,19224496.0,488,NO,,NO,1,4.01,-0.387280959,90,YES,Incorrectly Identified as Clean
2022-01-17 23:50:37.136086,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,272,6711730.0,601,YES,610.0,NO,2,5.43,0.708372417,61,NO,Correctly Identified as Clean
2022-01-17 23:59:59.999999,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,231,3258919.0,643,NO,267.0,NO,1,5.45,1.17951084,89,YES,Correctly Identified as Malware
2022-01-18 00:11:06.547976,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,84,225331.0,617,NO,16.0,NO,1,5.33,1.424469516,81,NO,Correctly Identified as Clean
2022-01-18 00:21:36.370990,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,472,11867640.0,462,NO,1261.0,YES,2,4.86,0.400336981,63,NO,Correctly Identified as Clean
2022-01-18 00:32:21.300905,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,227,5987690.0,573,NO,533.0,YES,2,4.81,0.094226037,76,NO,Correctly Identified as Clean
2022-01-18 00:43:09.549736,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,73,19082349.0,468,YES,2518.0,NO,1,4.95,-1.673632258,47,NO,Correctly Identified as Clean
2022-01-18 00:55:34.360578,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,854,13953943.0,637,YES,1578.0,NO,1,5.2,1.879891415,44,YES,Correctly Identified as Malware
2022-01-18 01:07:42.811097,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,287,7060884.0,585,YES,649.0,YES,1,4.65,-1.888277124,63,YES,Incorrectly Identified as Clean
2022-01-18 01:18:39.444723,Well Known Software Download Websites,.net,100KB/s to 1MB/s,81,10951665.0,667,NO,1132.0,NO,1,5.57,0.137124096,68,NO,Correctly Identified as Clean
2022-01-18 01:28:51.532181,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,225,19921613.0,710,NO,2696.0,NO,1,4.65,-2.319717593,99,NO,Correctly Identified as Clean
2022-01-18 01:39:31.677010,Well Known Software Download Websites,.net,1MB/s to 10MB/s,31,10494429.0,424,YES,1070.0,YES,2,4.14,-0.497671543,75,YES,Incorrectly Identified as Clean
